Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,D Term 1,D Term 2,P Term 1,P Term 2
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjp1o2m,dpsihmh,dpsihph,phij,phijm1o2
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/80,wjm1o2p,dpsihms,dpsihph,phij,phijm1o2
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/140,wjp1o2m,dpsihms,dpsihph,phij,phijm1o2
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/112,wjm1o2p,dpsihps,dpsihph,phij,phijm1o2
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/140,wjp1o2m,dpsihps,dpsihph,phij,phijm1o2
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/2,-1,1,-1/240,wjm1o2p,dpsihph,dpsihph,phij,phijm1o2
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/2,-1,1,-3/70,wjp1o2m,dpsihph,dpsihph,phij,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/4,-1,1,-443/6720,wjm1o2p,dpsihmh,dpsihmh,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/4,-1,1,-13/1344,wjp1o2m,dpsihmh,dpsihmh,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,171/2240,wjm1o2p,dpsihms,dpsihmh,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjp1o2m,dpsihms,dpsihmh,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjm1o2p,dpsihps,dpsihmh,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-9/2240,wjp1o2m,dpsihps,dpsihmh,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,11/6720,wjm1o2p,dpsihph,dpsihmh,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,11/6720,wjp1o2m,dpsihph,dpsihmh,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,171/2240,wjm1o2p,dpsihmh,dpsihms,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjp1o2m,dpsihmh,dpsihms,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/4,-1,1,-243/2240,wjm1o2p,dpsihms,dpsihms,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/4,-1,1,-81/2240,wjp1o2m,dpsihms,dpsihms,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,81/2240,wjm1o2p,dpsihps,dpsihms,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,81/2240,wjp1o2m,dpsihps,dpsihms,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-9/2240,wjm1o2p,dpsihph,dpsihms,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjp1o2m,dpsihph,dpsihms,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjm1o2p,dpsihmh,dpsihps,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-9/2240,wjp1o2m,dpsihmh,dpsihps,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,81/2240,wjm1o2p,dpsihms,dpsihps,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,81/2240,wjp1o2m,dpsihms,dpsihps,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/4,-1,1,-81/2240,wjm1o2p,dpsihps,dpsihps,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/4,-1,1,-243/2240,wjp1o2m,dpsihps,dpsihps,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjm1o2p,dpsihph,dpsihps,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,171/2240,wjp1o2m,dpsihph,dpsihps,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,11/6720,wjm1o2p,dpsihmh,dpsihph,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,11/6720,wjp1o2m,dpsihmh,dpsihph,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-9/2240,wjm1o2p,dpsihms,dpsihph,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjp1o2m,dpsihms,dpsihph,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjm1o2p,dpsihps,dpsihph,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,171/2240,wjp1o2m,dpsihps,dpsihph,phijp1o2,phijm1o2
x**2*(-x/2 + 1/2)*(x - 1)*(x + 1)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/4,-1,1,-13/1344,wjm1o2p,dpsihph,dpsihph,phijp1o2,phijm1o2
x**2*(x/2 + 1/2)*(x - 1)*(x + 1)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/4,-1,1,-443/6720,wjp1o2m,dpsihph,dpsihph,phijp1o2,phijm1o2
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/2,-1,1,103/336,wjm1o2p,dpsihmh,dpsihmh,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/2,-1,1,3/70,wjp1o2m,dpsihmh,dpsihmh,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,-183/560,wjm1o2p,dpsihms,dpsihmh,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjp1o2m,dpsihms,dpsihmh,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,3/112,wjm1o2p,dpsihps,dpsihmh,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjp1o2m,dpsihps,dpsihmh,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-11/1680,wjm1o2p,dpsihph,dpsihmh,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjp1o2m,dpsihph,dpsihmh,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,-183/560,wjm1o2p,dpsihmh,dpsihms,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjp1o2m,dpsihmh,dpsihms,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/2,-1,1,243/560,wjm1o2p,dpsihms,dpsihms,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/2,-1,1,0,wjp1o2m,dpsihms,dpsihms,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,-81/560,wjm1o2p,dpsihps,dpsihms,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjp1o2m,dpsihps,dpsihms,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/80,wjm1o2p,dpsihph,dpsihms,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/140,wjp1o2m,dpsihph,dpsihms,phijm1o2,phij
-x*(-x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,3/112,wjm1o2p,dpsihmh,dpsihps,phijm1o2,phij
-x*(x/2 + 1/2)*(x - 1)**2*(x + 1)*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjp1o2m,dpsihmh,dpsihps,phijm1o2,phij
