Integrand,lower bound of integral,upper bound of integral,Value of Integral,W Term 1,D Term 1,D Term 2,P Term 1,P Term 2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjm1o2p,dpsihph,dpsihmh,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-11/1680,wjp1o2m,dpsihph,dpsihmh,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,3/140,wjm1o2p,dpsihmh,dpsihms,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/2,-1,1,-3/112,wjp1o2m,dpsihmh,dpsihms,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/2,-1,1,0,wjm1o2p,dpsihms,dpsihms,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/2,-1,1,81/560,wjp1o2m,dpsihms,dpsihms,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjm1o2p,dpsihps,dpsihms,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,-81/560,wjp1o2m,dpsihps,dpsihms,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjm1o2p,dpsihph,dpsihms,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/112,wjp1o2m,dpsihph,dpsihms,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,3/140,wjm1o2p,dpsihmh,dpsihps,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,3/80,wjp1o2m,dpsihmh,dpsihps,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjm1o2p,dpsihms,dpsihps,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/2,-1,1,-81/560,wjp1o2m,dpsihms,dpsihps,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/2,-1,1,0,wjm1o2p,dpsihps,dpsihps,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/2,-1,1,243/560,wjp1o2m,dpsihps,dpsihps,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjm1o2p,dpsihph,dpsihps,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-183/560,wjp1o2m,dpsihph,dpsihps,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,0,wjm1o2p,dpsihmh,dpsihph,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-11/1680,wjp1o2m,dpsihmh,dpsihph,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjm1o2p,dpsihms,dpsihph,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,3/112,wjp1o2m,dpsihms,dpsihph,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-3/140,wjm1o2p,dpsihps,dpsihph,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/2,-1,1,-183/560,wjp1o2m,dpsihps,dpsihph,phij,phijp1o2
-x*(-x/2 + 1/2)*(x - 1)*(x + 1)**2*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/2,-1,1,3/70,wjm1o2p,dpsihph,dpsihph,phij,phijp1o2
-x*(x/2 + 1/2)*(x - 1)*(x + 1)**2*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/2,-1,1,103/336,wjp1o2m,dpsihph,dpsihph,phij,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/4,-1,1,13/1344,wjm1o2p,dpsihmh,dpsihmh,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)**2/4,-1,1,131/6720,wjp1o2m,dpsihmh,dpsihmh,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjm1o2p,dpsihms,dpsihmh,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,-27/320,wjp1o2m,dpsihms,dpsihmh,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,9/2240,wjm1o2p,dpsihps,dpsihmh,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,387/2240,wjp1o2m,dpsihps,dpsihmh,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-11/6720,wjm1o2p,dpsihph,dpsihmh,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-145/1344,wjp1o2m,dpsihph,dpsihmh,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,-27/2240,wjm1o2p,dpsihmh,dpsihms,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)/4,-1,1,-27/320,wjp1o2m,dpsihmh,dpsihms,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/4,-1,1,81/2240,wjm1o2p,dpsihms,dpsihms,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)**2/4,-1,1,891/2240,wjp1o2m,dpsihms,dpsihms,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-81/2240,wjm1o2p,dpsihps,dpsihms,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-1863/2240,wjp1o2m,dpsihps,dpsihms,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjm1o2p,dpsihph,dpsihms,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,1161/2240,wjp1o2m,dpsihph,dpsihms,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,9/2240,wjm1o2p,dpsihmh,dpsihps,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,387/2240,wjp1o2m,dpsihmh,dpsihps,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-81/2240,wjm1o2p,dpsihms,dpsihps,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)/4,-1,1,-1863/2240,wjp1o2m,dpsihms,dpsihps,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/4,-1,1,243/2240,wjm1o2p,dpsihps,dpsihps,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)**2/4,-1,1,4617/2240,wjp1o2m,dpsihps,dpsihps,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-171/2240,wjm1o2p,dpsihph,dpsihps,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-3141/2240,wjp1o2m,dpsihph,dpsihps,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-11/6720,wjm1o2p,dpsihmh,dpsihph,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-9*(x - 1)*(x - 1/3)/16 - 9*(x - 1)*(x + 1/3)/16 - 9*(x - 1/3)*(x + 1/3)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-145/1344,wjp1o2m,dpsihmh,dpsihph,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,27/2240,wjm1o2p,dpsihms,dpsihph,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(27*(x - 1)*(x - 1/3)/16 + 27*(x - 1)*(x + 1)/16 + 27*(x - 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,1161/2240,wjp1o2m,dpsihms,dpsihph,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-171/2240,wjm1o2p,dpsihps,dpsihph,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(-27*(x - 1)*(x + 1/3)/16 - 27*(x - 1)*(x + 1)/16 - 27*(x + 1/3)*(x + 1)/16)*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)/4,-1,1,-3141/2240,wjp1o2m,dpsihps,dpsihph,phijp1o2,phijp1o2
x**2*(-x/2 + 1/2)*(x + 1)**2*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/4,-1,1,443/6720,wjm1o2p,dpsihph,dpsihph,phijp1o2,phijp1o2
x**2*(x/2 + 1/2)*(x + 1)**2*(9*(x - 1/3)*(x + 1/3)/16 + 9*(x - 1/3)*(x + 1)/16 + 9*(x + 1/3)*(x + 1)/16)**2/4,-1,1,1333/1344,wjp1o2m,dpsihph,dpsihph,phijp1o2,phijp1o2
